user,num_ratings,Dataset
1002524.0,3,Dogo
1002525.0,2,Dogo
1002526.0,3,Dogo
1002527.0,1,Dogo
1002528.0,2,Dogo
1002529.0,2,Dogo
1002530.0,1,Dogo
1002531.0,2,Dogo
1002532.0,7,Dogo
1002533.0,6,Dogo
1002534.0,5,Dogo
1002535.0,1,Dogo
1002536.0,1,Dogo
1002537.0,1,Dogo
1002538.0,4,Dogo
1002539.0,4,Dogo
1002540.0,2,Dogo
1002541.0,1,Dogo
1002542.0,3,Dogo
1002543.0,3,Dogo
1002544.0,6,Dogo
1002545.0,2,Dogo
1002546.0,9,Dogo
1002547.0,11,Dogo
1002548.0,1,Dogo
1002549.0,7,Dogo
1002550.0,2,Dogo
1002552.0,10,Dogo
1002553.0,18,Dogo
1002554.0,3,Dogo
1002555.0,5,Dogo
1002556.0,5,Dogo
1002557.0,2,Dogo
1002558.0,1,Dogo
1002559.0,6,Dogo
1002560.0,5,Dogo
1002561.0,7,Dogo
1002562.0,6,Dogo
1002563.0,3,Dogo
1002564.0,11,Dogo
1002565.0,5,Dogo
1002566.0,3,Dogo
1002567.0,6,Dogo
1002568.0,1,Dogo
1002569.0,4,Dogo
1002570.0,1,Dogo
1002571.0,2,Dogo
1002572.0,1,Dogo
1002573.0,3,Dogo
1002574.0,1,Dogo
1002575.0,2,Dogo
1002576.0,1,Dogo
1002577.0,9,Dogo
1002578.0,7,Dogo
1002579.0,3,Dogo
1002580.0,11,Dogo
1002581.0,4,Dogo
1002582.0,9,Dogo
1002583.0,2,Dogo
1002584.0,3,Dogo
1002585.0,6,Dogo
1002586.0,17,Dogo
1002587.0,6,Dogo
1002588.0,3,Dogo
1002589.0,1,Dogo
1002590.0,9,Dogo
1002591.0,4,Dogo
1002592.0,7,Dogo
1002593.0,11,Dogo
1002594.0,8,Dogo
1002595.0,8,Dogo
1002596.0,6,Dogo
1002597.0,2,Dogo
1002598.0,4,Dogo
1002599.0,3,Dogo
1002600.0,7,Dogo
1002601.0,1,Dogo
1002602.0,1,Dogo
1002603.0,1,Dogo
1002604.0,1,Dogo
1002605.0,3,Dogo
1002606.0,1,Dogo
1002607.0,1,Dogo
1002608.0,6,Dogo
1002609.0,3,Dogo
1002610.0,1,Dogo
1002611.0,18,Dogo
1002612.0,1,Dogo
1002613.0,2,Dogo
1002614.0,2,Dogo
1002615.0,1,Dogo
1002616.0,3,Dogo
1002617.0,1,Dogo
1002618.0,3,Dogo
1002619.0,1,Dogo
1002620.0,1,Dogo
1002621.0,5,Dogo
1002622.0,7,Dogo
1002623.0,1,Dogo
1002624.0,3,Dogo
1002625.0,1,Dogo
1002626.0,2,Dogo
1002627.0,4,Dogo
1002628.0,2,Dogo
1002629.0,19,Dogo
1002630.0,5,Dogo
1002631.0,1,Dogo
1002632.0,6,Dogo
1002633.0,5,Dogo
1002634.0,9,Dogo
1002635.0,1,Dogo
1002636.0,2,Dogo
1002637.0,12,Dogo
1002638.0,2,Dogo
1002639.0,5,Dogo
1002640.0,1,Dogo
1002641.0,3,Dogo
1002642.0,1,Dogo
1002643.0,2,Dogo
1002644.0,2,Dogo
1002645.0,1,Dogo
1002646.0,5,Dogo
1002647.0,1,Dogo
1002648.0,1,Dogo
1002649.0,3,Dogo
1002650.0,1,Dogo
1002651.0,1,Dogo
1002652.0,3,Dogo
1002653.0,1,Dogo
1002654.0,1,Dogo
1002655.0,1,Dogo
1002656.0,1,Dogo
1002657.0,8,Dogo
1002658.0,3,Dogo
1002659.0,1,Dogo
1002661.0,7,Dogo
1002662.0,8,Dogo
1002663.0,25,Dogo
1002664.0,19,Dogo
1002665.0,7,Dogo
1002666.0,4,Dogo
1002667.0,2,Dogo
1002668.0,2,Dogo
1002669.0,3,Dogo
1002670.0,2,Dogo
1002672.0,4,Dogo
1002673.0,3,Dogo
1002674.0,14,Dogo
1002675.0,20,Dogo
1002676.0,1,Dogo
1002677.0,1,Dogo
1002678.0,16,Dogo
1002679.0,2,Dogo
1002680.0,5,Dogo
1002681.0,10,Dogo
1002682.0,6,Dogo
1002683.0,7,Dogo
1002684.0,1,Dogo
1002685.0,8,Dogo
1002686.0,3,Dogo
1002687.0,3,Dogo
1002688.0,10,Dogo
1002689.0,4,Dogo
1002690.0,10,Dogo
1002691.0,9,Dogo
1002692.0,8,Dogo
1002693.0,3,Dogo
1002694.0,1,Dogo
1002695.0,3,Dogo
1002697.0,30,Dogo
1002698.0,10,Dogo
1002699.0,12,Dogo
1002700.0,12,Dogo
1002701.0,8,Dogo
1002702.0,5,Dogo
1002703.0,1,Dogo
1002704.0,6,Dogo
1002705.0,4,Dogo
1002706.0,10,Dogo
1002707.0,1,Dogo
1002708.0,10,Dogo
1002709.0,1,Dogo
1002710.0,4,Dogo
1002711.0,1,Dogo
1002712.0,3,Dogo
1002713.0,13,Dogo
1002714.0,8,Dogo
1002715.0,1,Dogo
1002716.0,1,Dogo
1002717.0,2,Dogo
1002718.0,4,Dogo
1002719.0,4,Dogo
1002720.0,5,Dogo
1002721.0,11,Dogo
1002722.0,1,Dogo
1002723.0,3,Dogo
1002724.0,5,Dogo
1002726.0,15,Dogo
1002729.0,9,Dogo
1002730.0,7,Dogo
1002731.0,3,Dogo
1002732.0,6,Dogo
1002733.0,1,Dogo
1002734.0,3,Dogo
1002735.0,5,Dogo
1002736.0,3,Dogo
1002737.0,3,Dogo
1002738.0,7,Dogo
1002739.0,4,Dogo
1002740.0,3,Dogo
1002741.0,2,Dogo
1002743.0,1,Dogo
1002744.0,1,Dogo
1002745.0,11,Dogo
1002746.0,4,Dogo
1002747.0,1,Dogo
1002748.0,1,Dogo
1002749.0,1,Dogo
1002750.0,8,Dogo
1002751.0,6,Dogo
1002752.0,8,Dogo
1002753.0,3,Dogo
1002754.0,2,Dogo
1002755.0,1,Dogo
1002756.0,2,Dogo
1002757.0,3,Dogo
1002758.0,6,Dogo
1002759.0,3,Dogo
1002760.0,1,Dogo
1002761.0,4,Dogo
1002762.0,5,Dogo
1002763.0,4,Dogo
1002764.0,1,Dogo
1002765.0,4,Dogo
1002766.0,1,Dogo
1002767.0,1,Dogo
1002768.0,1,Dogo
1002769.0,10,Dogo
1002770.0,3,Dogo
1002771.0,1,Dogo
1002772.0,1,Dogo
1002774.0,10,Dogo
1002775.0,2,Dogo
1002776.0,4,Dogo
1002777.0,1,Dogo
1002778.0,3,Dogo
1002779.0,8,Dogo
1002780.0,2,Dogo
1002781.0,3,Dogo
1002782.0,6,Dogo
1002783.0,14,Dogo
1002784.0,3,Dogo
1002785.0,2,Dogo
1002786.0,3,Dogo
1002787.0,1,Dogo
1002788.0,10,Dogo
1002789.0,1,Dogo
1002790.0,1,Dogo
1002791.0,2,Dogo
1002792.0,1,Dogo
1002793.0,12,Dogo
1002794.0,1,Dogo
1002795.0,4,Dogo
1002796.0,1,Dogo
1002797.0,1,Dogo
1002798.0,1,Dogo
1002799.0,2,Dogo
1002800.0,8,Dogo
1002801.0,2,Dogo
1002802.0,2,Dogo
1002803.0,2,Dogo
1002804.0,2,Dogo
1002805.0,4,Dogo
1002806.0,7,Dogo
1002807.0,2,Dogo
1002808.0,15,Dogo
1002809.0,6,Dogo
1002810.0,6,Dogo
1002811.0,1,Dogo
1002812.0,1,Dogo
1002813.0,10,Dogo
1002814.0,2,Dogo
1002815.0,4,Dogo
1002816.0,1,Dogo
1002817.0,13,Dogo
1002818.0,4,Dogo
1002819.0,4,Dogo
1002820.0,7,Dogo
1002821.0,1,Dogo
1002822.0,6,Dogo
1002823.0,7,Dogo
1002824.0,8,Dogo
1002825.0,6,Dogo
1002826.0,2,Dogo
1002827.0,1,Dogo
1002828.0,12,Dogo
1002829.0,2,Dogo
1002831.0,1,Dogo
1002832.0,28,Dogo
1002833.0,1,Dogo
1002834.0,9,Dogo
1002835.0,5,Dogo
1002836.0,1,Dogo
1002837.0,2,Dogo
1002838.0,1,Dogo
1002839.0,1,Dogo
1002840.0,4,Dogo
1002841.0,3,Dogo
1002842.0,3,Dogo
1002843.0,5,Dogo
1002844.0,5,Dogo
1002845.0,8,Dogo
1002846.0,18,Dogo
1002847.0,6,Dogo
1002848.0,4,Dogo
1002849.0,6,Dogo
1002850.0,9,Dogo
1002851.0,1,Dogo
1002852.0,2,Dogo
1002853.0,8,Dogo
1002854.0,1,Dogo
1002855.0,3,Dogo
1002856.0,10,Dogo
1002857.0,5,Dogo
1002858.0,1,Dogo
1002859.0,3,Dogo
1002860.0,1,Dogo
1002861.0,1,Dogo
1002862.0,1,Dogo
1002863.0,1,Dogo
1002864.0,1,Dogo
1002865.0,1,Dogo
1002866.0,3,Dogo
1002867.0,4,Dogo
1002868.0,2,Dogo
1002869.0,4,Dogo
1002871.0,1,Dogo
1002872.0,1,Dogo
1002873.0,4,Dogo
1002874.0,7,Dogo
1002875.0,2,Dogo
1002876.0,3,Dogo
1002877.0,12,Dogo
1002878.0,1,Dogo
1002880.0,4,Dogo
1002881.0,2,Dogo
1002882.0,1,Dogo
1002883.0,6,Dogo
1002884.0,8,Dogo
1002885.0,4,Dogo
1002886.0,8,Dogo
1002887.0,2,Dogo
1002888.0,7,Dogo
1002889.0,3,Dogo
1002890.0,1,Dogo
1002891.0,3,Dogo
1002892.0,3,Dogo
1002893.0,5,Dogo
1002894.0,5,Dogo
1002895.0,10,Dogo
1002896.0,1,Dogo
1002897.0,3,Dogo
1002898.0,2,Dogo
1002899.0,1,Dogo
1002900.0,6,Dogo
1002901.0,1,Dogo
1002902.0,2,Dogo
1002903.0,4,Dogo
1002904.0,6,Dogo
1002905.0,1,Dogo
1002906.0,1,Dogo
1002907.0,5,Dogo
1002909.0,1,Dogo
1002911.0,2,Dogo
1002912.0,1,Dogo
1002913.0,18,Dogo
1002914.0,1,Dogo
1002915.0,4,Dogo
1002916.0,3,Dogo
1002917.0,1,Dogo
1002919.0,3,Dogo
1002920.0,2,Dogo
1002921.0,3,Dogo
1002923.0,1,Dogo
1002924.0,4,Dogo
1002925.0,1,Dogo
1002926.0,3,Dogo
1002927.0,3,Dogo
1002928.0,7,Dogo
1002929.0,3,Dogo
1002930.0,2,Dogo
1002931.0,2,Dogo
1002932.0,5,Dogo
1002933.0,5,Dogo
1002934.0,1,Dogo
1002935.0,3,Dogo
1002936.0,2,Dogo
1002937.0,12,Dogo
1002938.0,1,Dogo
1002939.0,2,Dogo
1002940.0,2,Dogo
1002941.0,1,Dogo
1002942.0,11,Dogo
1002943.0,8,Dogo
1002944.0,1,Dogo
1002945.0,4,Dogo
1002946.0,8,Dogo
1002947.0,2,Dogo
1002948.0,9,Dogo
1002950.0,3,Dogo
1002951.0,4,Dogo
1002952.0,3,Dogo
1002953.0,1,Dogo
1002954.0,3,Dogo
1002955.0,1,Dogo
1002958.0,1,Dogo
1002959.0,3,Dogo
1002960.0,5,Dogo
1002961.0,6,Dogo
1002962.0,4,Dogo
1002963.0,1,Dogo
1002964.0,3,Dogo
1002965.0,3,Dogo
1002966.0,3,Dogo
1002967.0,17,Dogo
1002968.0,1,Dogo
1002969.0,10,Dogo
1002970.0,2,Dogo
1002971.0,2,Dogo
1002972.0,9,Dogo
1002973.0,6,Dogo
1002974.0,2,Dogo
1002975.0,1,Dogo
1002976.0,2,Dogo
1002977.0,1,Dogo
1002978.0,4,Dogo
1002979.0,3,Dogo
1002980.0,2,Dogo
1002981.0,4,Dogo
1002982.0,4,Dogo
1002983.0,4,Dogo
1002984.0,5,Dogo
1002985.0,4,Dogo
1002986.0,2,Dogo
1002987.0,8,Dogo
1002988.0,11,Dogo
1002989.0,21,Dogo
1002990.0,1,Dogo
1002991.0,1,Dogo
1002992.0,2,Dogo
1002993.0,5,Dogo
1002994.0,2,Dogo
1002995.0,9,Dogo
1002996.0,4,Dogo
1002997.0,1,Dogo
1002998.0,4,Dogo
1002999.0,8,Dogo
1003e3,4,Dogo
1003001.0,2,Dogo
1003002.0,7,Dogo
1003003.0,8,Dogo
1003004.0,2,Dogo
1003005.0,5,Dogo
1003006.0,1,Dogo
1003007.0,2,Dogo
1003008.0,1,Dogo
1003009.0,2,Dogo
1003010.0,1,Dogo
1003011.0,1,Dogo
1003012.0,3,Dogo
1003013.0,1,Dogo
1003015.0,1,Dogo
1003017.0,1,Dogo
1003018.0,11,Dogo
1003019.0,3,Dogo
1003020.0,2,Dogo
1003021.0,2,Dogo
1003022.0,2,Dogo
1003023.0,1,Dogo
1003024.0,7,Dogo
1003026.0,1,Dogo
1003027.0,1,Dogo
1003029.0,4,Dogo
1003030.0,5,Dogo
1003033.0,2,Dogo
1003037.0,3,Dogo
1003038.0,1,Dogo
1003039.0,5,Dogo
1003040.0,7,Dogo
1003041.0,1,Dogo
1003042.0,1,Dogo
1003043.0,1,Dogo
1003044.0,10,Dogo
1003045.0,4,Dogo
1003046.0,1,Dogo
1003047.0,6,Dogo
1003048.0,1,Dogo
1003049.0,1,Dogo
1003050.0,5,Dogo
1003051.0,1,Dogo
1003052.0,3,Dogo
1003053.0,2,Dogo
1003054.0,2,Dogo
1003055.0,1,Dogo
1003056.0,5,Dogo
1003057.0,1,Dogo
1003058.0,15,Dogo
1003059.0,2,Dogo
1003060.0,1,Dogo
1003061.0,5,Dogo
1003062.0,1,Dogo
1003063.0,2,Dogo
1003064.0,2,Dogo
1003065.0,2,Dogo
1003066.0,2,Dogo
1003067.0,4,Dogo
1003068.0,1,Dogo
1003069.0,3,Dogo
1003070.0,3,Dogo
1003071.0,1,Dogo
1003072.0,6,Dogo
1003073.0,3,Dogo
1003074.0,2,Dogo
1003075.0,2,Dogo
1003076.0,1,Dogo
1003077.0,3,Dogo
1003078.0,1,Dogo
1003079.0,4,Dogo
1003082.0,6,Dogo
1003083.0,2,Dogo
1003084.0,1,Dogo
1003085.0,1,Dogo
1003086.0,1,Dogo
1003087.0,1,Dogo
1003088.0,5,Dogo
1003089.0,2,Dogo
1003090.0,1,Dogo
1003091.0,4,Dogo
1003092.0,1,Dogo
1003093.0,1,Dogo
1003094.0,3,Dogo
1003095.0,2,Dogo
1003096.0,1,Dogo
1003098.0,4,Dogo
1003102.0,7,Dogo
1003103.0,1,Dogo
1003104.0,6,Dogo
1003105.0,1,Dogo
1003106.0,6,Dogo
1003107.0,4,Dogo
1003108.0,1,Dogo
1003110.0,14,Dogo
1003111.0,3,Dogo
1003112.0,6,Dogo
1003113.0,8,Dogo
1003114.0,4,Dogo
1003115.0,2,Dogo
1003116.0,2,Dogo
1003117.0,2,Dogo
1003118.0,3,Dogo
1003119.0,5,Dogo
1003120.0,2,Dogo
1003121.0,1,Dogo
1003122.0,1,Dogo
1003123.0,3,Dogo
1003124.0,5,Dogo
1003125.0,2,Dogo
1003126.0,2,Dogo
1003127.0,14,Dogo
1003128.0,7,Dogo
1003129.0,1,Dogo
1003130.0,4,Dogo
1003131.0,6,Dogo
1003132.0,2,Dogo
1003133.0,5,Dogo
1003134.0,9,Dogo
1003135.0,2,Dogo
1003136.0,1,Dogo
1003137.0,3,Dogo
1003138.0,5,Dogo
1003139.0,2,Dogo
1003140.0,4,Dogo
1003141.0,7,Dogo
1003142.0,4,Dogo
1003143.0,1,Dogo
1003144.0,1,Dogo
1003145.0,1,Dogo
1003146.0,8,Dogo
1003147.0,2,Dogo
1003148.0,3,Dogo
1003149.0,1,Dogo
1003150.0,1,Dogo
1003151.0,1,Dogo
1003152.0,1,Dogo
1003153.0,4,Dogo
1003154.0,3,Dogo
1003155.0,6,Dogo
1003156.0,3,Dogo
1003158.0,3,Dogo
1003159.0,4,Dogo
1003160.0,5,Dogo
1003161.0,3,Dogo
1003162.0,1,Dogo
1003163.0,12,Dogo
1003168.0,1,Dogo
1003169.0,1,Dogo
1003170.0,3,Dogo
1003171.0,1,Dogo
1003172.0,3,Dogo
1003173.0,3,Dogo
1003174.0,1,Dogo
1003175.0,1,Dogo
1003176.0,1,Dogo
1003177.0,3,Dogo
1003178.0,1,Dogo
1003179.0,1,Dogo
1003180.0,1,Dogo
1003183.0,4,Dogo
1003184.0,2,Dogo
1003185.0,2,Dogo
1003186.0,4,Dogo
1003187.0,2,Dogo
1003188.0,4,Dogo
1003189.0,4,Dogo
1003190.0,4,Dogo
1003191.0,2,Dogo
1003193.0,5,Dogo
1003194.0,1,Dogo
1003195.0,5,Dogo
1003196.0,1,Dogo
1003197.0,4,Dogo
1003198.0,2,Dogo
1003200.0,1,Dogo
1003201.0,3,Dogo
1003202.0,16,Dogo
1003203.0,1,Dogo
1003204.0,9,Dogo
1003205.0,3,Dogo
1003207.0,1,Dogo
1003208.0,1,Dogo
1003209.0,2,Dogo
1003210.0,1,Dogo
1003211.0,1,Dogo
1003212.0,5,Dogo
1003213.0,1,Dogo
1003214.0,4,Dogo
1003215.0,2,Dogo
1003216.0,1,Dogo
1003217.0,11,Dogo
1003218.0,1,Dogo
1003219.0,2,Dogo
1003220.0,3,Dogo
1003221.0,1,Dogo
1003222.0,1,Dogo
1003223.0,1,Dogo
1003224.0,1,Dogo
1003225.0,3,Dogo
1003226.0,2,Dogo
1003227.0,5,Dogo
1003228.0,1,Dogo
1003229.0,1,Dogo
1003230.0,4,Dogo
1003234.0,1,Dogo
1003235.0,3,Dogo
1003236.0,1,Dogo
1003238.0,1,Dogo
1003241.0,3,Dogo
1003242.0,2,Dogo
1003245.0,1,Dogo
1003246.0,8,Dogo
1003247.0,11,Dogo
1003248.0,4,Dogo
1003249.0,5,Dogo
1003250.0,6,Dogo
1003251.0,1,Dogo
1003252.0,1,Dogo
1003253.0,1,Dogo
1003254.0,2,Dogo
1003255.0,2,Dogo
1003256.0,4,Dogo
1003257.0,5,Dogo
1003258.0,1,Dogo
1003259.0,1,Dogo
1003261.0,1,Dogo
1003262.0,1,Dogo
1003264.0,2,Dogo
1003265.0,2,Dogo
1003266.0,1,Dogo
1003268.0,7,Dogo
1003269.0,2,Dogo
1003270.0,1,Dogo
1003271.0,2,Dogo
1003272.0,3,Dogo
1003273.0,1,Dogo
1003274.0,3,Dogo
1003275.0,11,Dogo
1003276.0,1,Dogo
1003277.0,1,Dogo
1003278.0,13,Dogo
1003279.0,1,Dogo
1003280.0,1,Dogo
1003282.0,2,Dogo
1003283.0,2,Dogo
1003284.0,2,Dogo
1003285.0,2,Dogo
1003286.0,7,Dogo
1003287.0,2,Dogo
1003288.0,11,Dogo
1003289.0,2,Dogo
1003290.0,9,Dogo
1003291.0,1,Dogo
1003292.0,1,Dogo
1003294.0,6,Dogo
1003295.0,1,Dogo
1003296.0,2,Dogo
1003297.0,1,Dogo
1003299.0,1,Dogo
1003300.0,3,Dogo
1003301.0,4,Dogo
1003302.0,8,Dogo
1003303.0,3,Dogo
1003304.0,2,Dogo
1003305.0,15,Dogo
1003306.0,4,Dogo
1003307.0,4,Dogo
1003308.0,1,Dogo
1003309.0,3,Dogo
1003310.0,7,Dogo
1003311.0,6,Dogo
1003313.0,1,Dogo
1003314.0,1,Dogo
1003315.0,4,Dogo
1003316.0,3,Dogo
1003317.0,1,Dogo
1003318.0,4,Dogo
1003319.0,1,Dogo
1003320.0,1,Dogo
1003321.0,2,Dogo
1003322.0,1,Dogo
1003323.0,4,Dogo
1003324.0,2,Dogo
1003325.0,1,Dogo
1003326.0,4,Dogo
1003327.0,4,Dogo
1003328.0,3,Dogo
1003329.0,2,Dogo
1003330.0,1,Dogo
1003331.0,6,Dogo
1003332.0,6,Dogo
1003333.0,3,Dogo
1003334.0,1,Dogo
1003336.0,3,Dogo
1003339.0,1,Dogo
1003340.0,1,Dogo
1003341.0,5,Dogo
1003342.0,2,Dogo
1003343.0,1,Dogo
1003344.0,3,Dogo
1003345.0,2,Dogo
1003346.0,5,Dogo
1003347.0,1,Dogo
1003349.0,4,Dogo
1003352.0,3,Dogo
1003354.0,1,Dogo
1003355.0,1,Dogo
1003356.0,2,Dogo
1003357.0,2,Dogo
1003358.0,1,Dogo
1003360.0,2,Dogo
1003361.0,1,Dogo
1003362.0,1,Dogo
1003363.0,3,Dogo
1003364.0,1,Dogo
1003365.0,1,Dogo
1003366.0,9,Dogo
1003368.0,4,Dogo
1003369.0,3,Dogo
1003370.0,6,Dogo
1003371.0,2,Dogo
1003372.0,1,Dogo
1003373.0,2,Dogo
1003374.0,1,Dogo
1003375.0,3,Dogo
1003376.0,2,Dogo
1003377.0,2,Dogo
1003378.0,2,Dogo
1003379.0,3,Dogo
1003380.0,4,Dogo
1003381.0,11,Dogo
1003382.0,8,Dogo
1003383.0,1,Dogo
1003384.0,1,Dogo
1003385.0,1,Dogo
1003386.0,1,Dogo
1003387.0,3,Dogo
1003389.0,4,Dogo
1003390.0,2,Dogo
1003391.0,14,Dogo
1003392.0,1,Dogo
1003393.0,1,Dogo
1003394.0,7,Dogo
1003395.0,1,Dogo
1003396.0,1,Dogo
1003397.0,1,Dogo
1003398.0,1,Dogo
1003399.0,2,Dogo
1003400.0,3,Dogo
1003401.0,1,Dogo
1003403.0,1,Dogo
1003404.0,2,Dogo
1003405.0,4,Dogo
1003406.0,4,Dogo
1003407.0,11,Dogo
1003409.0,2,Dogo
1003410.0,2,Dogo
1003411.0,2,Dogo
1003412.0,2,Dogo
1003414.0,12,Dogo
1003415.0,1,Dogo
1003416.0,1,Dogo
1003417.0,2,Dogo
1003418.0,5,Dogo
1003419.0,3,Dogo
1003420.0,3,Dogo
1003421.0,1,Dogo
1003422.0,3,Dogo
1003423.0,1,Dogo
1003424.0,5,Dogo
1003426.0,5,Dogo
1003427.0,3,Dogo
1003428.0,4,Dogo
1003430.0,6,Dogo
1003431.0,1,Dogo
1003432.0,6,Dogo
1003433.0,5,Dogo
1003434.0,1,Dogo
1003435.0,1,Dogo
1003436.0,8,Dogo
1003437.0,2,Dogo
1003438.0,4,Dogo
1003439.0,9,Dogo
1003440.0,4,Dogo
1003441.0,1,Dogo
1003442.0,8,Dogo
1003443.0,1,Dogo
1003444.0,2,Dogo
1003445.0,1,Dogo
1003446.0,1,Dogo
1003447.0,1,Dogo
1003449.0,1,Dogo
1003450.0,3,Dogo
1003451.0,1,Dogo
1003452.0,1,Dogo
1003453.0,1,Dogo
1003454.0,1,Dogo
1003456.0,14,Dogo
1003457.0,3,Dogo
1003458.0,7,Dogo
1003459.0,1,Dogo
1003460.0,1,Dogo
1003461.0,7,Dogo
1003462.0,1,Dogo
1003463.0,4,Dogo
1003464.0,1,Dogo
1003465.0,8,Dogo
1003466.0,7,Dogo
1003467.0,4,Dogo
1003468.0,3,Dogo
1003469.0,8,Dogo
1003470.0,1,Dogo
1003471.0,4,Dogo
1003472.0,2,Dogo
1003473.0,12,Dogo
1003474.0,6,Dogo
1003475.0,2,Dogo
1003478.0,3,Dogo
1003479.0,1,Dogo
1003480.0,3,Dogo
1003481.0,3,Dogo
1003482.0,4,Dogo
1003484.0,1,Dogo
1003485.0,2,Dogo
1003486.0,8,Dogo
1003488.0,9,Dogo
1003490.0,2,Dogo
1003491.0,2,Dogo
1003492.0,7,Dogo
1003493.0,2,Dogo
1003494.0,9,Dogo
1003495.0,4,Dogo
1003496.0,10,Dogo
1003498.0,1,Dogo
1003499.0,8,Dogo
1003500.0,2,Dogo
1003501.0,3,Dogo
1003502.0,2,Dogo
1003503.0,3,Dogo
1003504.0,10,Dogo
1003505.0,1,Dogo
1003506.0,6,Dogo
1003508.0,4,Dogo
1003509.0,8,Dogo
1003510.0,2,Dogo
1003511.0,1,Dogo
1003512.0,19,Dogo
1003513.0,4,Dogo
1003514.0,2,Dogo
1003515.0,5,Dogo
1003516.0,2,Dogo
1003517.0,5,Dogo
1003518.0,1,Dogo
1003519.0,3,Dogo
1003520.0,5,Dogo
1003521.0,9,Dogo
1003522.0,1,Dogo
1003523.0,9,Dogo
1003524.0,12,Dogo
1003525.0,3,Dogo
1003526.0,1,Dogo
1003527.0,2,Dogo
1003528.0,2,Dogo
1003529.0,2,Dogo
1003530.0,1,Dogo
1003531.0,1,Dogo
1003532.0,2,Dogo
1003533.0,5,Dogo
1003534.0,2,Dogo
1003535.0,9,Dogo
1003536.0,4,Dogo
1003537.0,1,Dogo
1003538.0,1,Dogo
1003539.0,1,Dogo
1003540.0,2,Dogo
1003541.0,2,Dogo
1003543.0,3,Dogo
1003544.0,5,Dogo
1003545.0,1,Dogo
1003546.0,5,Dogo
1003547.0,2,Dogo
1003548.0,1,Dogo
1003549.0,2,Dogo
1003550.0,2,Dogo
1003551.0,1,Dogo
1003552.0,7,Dogo
1003553.0,2,Dogo
1003554.0,1,Dogo
1003555.0,4,Dogo
1003556.0,4,Dogo
1003557.0,1,Dogo
1003558.0,1,Dogo
1003559.0,3,Dogo
1003560.0,3,Dogo
1003561.0,3,Dogo
1003562.0,1,Dogo
1003563.0,5,Dogo
1003564.0,1,Dogo
1003565.0,1,Dogo
1003566.0,1,Dogo
1003567.0,4,Dogo
1003569.0,3,Dogo
1003570.0,1,Dogo
1003571.0,2,Dogo
1003572.0,2,Dogo
1003573.0,10,Dogo
1003574.0,2,Dogo
1003575.0,6,Dogo
1003576.0,2,Dogo
1003577.0,2,Dogo
1003578.0,2,Dogo
1003579.0,9,Dogo
1003580.0,2,Dogo
1003582.0,7,Dogo
1003583.0,7,Dogo
1003584.0,6,Dogo
1003585.0,3,Dogo
1003586.0,1,Dogo
1003587.0,2,Dogo
1003588.0,1,Dogo
1003589.0,9,Dogo
1003590.0,14,Dogo
1003591.0,3,Dogo
1003592.0,4,Dogo
1003593.0,1,Dogo
1003594.0,1,Dogo
1003595.0,5,Dogo
1003596.0,5,Dogo
1003597.0,3,Dogo
1003598.0,5,Dogo
1003599.0,2,Dogo
1003600.0,1,Dogo
1003601.0,2,Dogo
1003602.0,3,Dogo
1003603.0,2,Dogo
1003604.0,1,Dogo
1003605.0,1,Dogo
1003606.0,4,Dogo
1003607.0,2,Dogo
1003608.0,1,Dogo
1003609.0,4,Dogo
1003610.0,1,Dogo
1003613.0,2,Dogo
1003614.0,3,Dogo
1003615.0,2,Dogo
1003616.0,5,Dogo
1003617.0,3,Dogo
1003618.0,3,Dogo
1003619.0,3,Dogo
1003620.0,5,Dogo
1003621.0,4,Dogo
1003622.0,1,Dogo
1003623.0,1,Dogo
1003624.0,3,Dogo
1003625.0,2,Dogo
1003626.0,1,Dogo
1003627.0,8,Dogo
1003628.0,5,Dogo
1003630.0,1,Dogo
1003631.0,1,Dogo
1003632.0,7,Dogo
1003633.0,11,Dogo
1003634.0,5,Dogo
1003635.0,21,Dogo
1003636.0,5,Dogo
1003637.0,3,Dogo
1003638.0,10,Dogo
1003639.0,1,Dogo
1003640.0,2,Dogo
1003641.0,4,Dogo
1003642.0,2,Dogo
1003643.0,3,Dogo
1003644.0,2,Dogo
1003645.0,2,Dogo
1003646.0,3,Dogo
1003647.0,1,Dogo
1003648.0,2,Dogo
1003649.0,1,Dogo
1003650.0,3,Dogo
1003651.0,1,Dogo
1003652.0,1,Dogo
1003653.0,2,Dogo
1003654.0,1,Dogo
1003655.0,1,Dogo
1003656.0,1,Dogo
1003657.0,8,Dogo
1003658.0,1,Dogo
1003659.0,1,Dogo
1003660.0,4,Dogo
1003661.0,1,Dogo
1003662.0,11,Dogo
1003663.0,4,Dogo
1003664.0,5,Dogo
1003665.0,1,Dogo
1003666.0,4,Dogo
1003667.0,2,Dogo
1003668.0,3,Dogo
1003669.0,1,Dogo
1003670.0,4,Dogo
1003671.0,2,Dogo
1003672.0,8,Dogo
1003673.0,1,Dogo
1003674.0,6,Dogo
1003675.0,1,Dogo
1003676.0,2,Dogo
1003677.0,4,Dogo
1003678.0,1,Dogo
1003679.0,1,Dogo
1003680.0,7,Dogo
1003681.0,3,Dogo
1003682.0,1,Dogo
1003683.0,2,Dogo
1003684.0,4,Dogo
1003685.0,1,Dogo
1003686.0,1,Dogo
1003688.0,1,Dogo
1003689.0,3,Dogo
1003690.0,1,Dogo
